IdCliente,Fecha Nacimiento,Actividad Laboral,Estado Civil,Nivel Educacional,Tiene Mora,Saldo Medio Anual,Tiene Crédito Hipotecario,Tiene Crédito de Consumo,Medio de Contacto Preferente,Contactos con su Ejecutivo,Tiene Inversiones
15573,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,258000,Si,No,Celular,0,No
15574,4/8/1968,Obrero,Soltero,Enseñanza Media,Si,0,No,Si,Celular,0,No
15575,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,96000,Si,No,Celular,0,No
15576,4/8/1968,Trabajador Dependiente,Casado,Técnico Profesional,No,318000,No,No,Celular,0,No
15577,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,512000,No,No,Fono Particular,0,No
15578,4/8/1968,Técnico,Soltero,Técnico Profesional,No,-55000,No,No,Celular,0,No
15579,4/8/1968,Trabajador Dependiente,Casado,Enseñanza Media,No,24000,Si,No,Celular,0,No
15580,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,0,No,Si,Celular,0,No
15581,4/8/1968,Obrero,Soltero,Enseñanza Básica,Si,-183000,No,Si,Celular,0,No
15582,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1786000,Si,Si,Fono Particular,0,No
15583,4/8/1968,Gerente,Casado,Universitario,No,1063000,Si,No,Celular,0,No
15584,4/8/1968,Gerente,Casado,Universitario,No,1293000,No,No,Fono Particular,0,No
15585,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,2922000,No,No,Celular,0,No
15586,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1841000,Si,No,Celular,0,No
15587,4/8/1968,Técnico,Divorciado,Técnico Profesional,No,167000,No,No,Celular,0,No
15588,4/8/1968,Gerente,Casado,Universitario,No,1300000,No,No,Celular,0,No
15589,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,81000,No,Si,Celular,0,No
15590,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,726000,Si,No,Celular,0,No
15591,4/8/1968,Trabajador Dependiente,Divorciado,Universitario,No,51000,Si,No,Celular,0,No
15592,4/8/1968,Gerente,Casado,Universitario,No,385000,No,Si,Celular,0,No
15593,4/8/1968,Obrero,Casado,Enseñanza Básica,No,-60000,No,No,Celular,0,No
15594,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,194000,No,No,Celular,0,No
15595,4/8/1968,Trabajador Dependiente,Casado,Enseñanza Media,No,27000,Si,Si,Celular,0,No
15596,4/8/1968,Obrero,Casado,Enseñanza Básica,Si,-455000,Si,Si,Celular,0,No
15597,4/8/1968,Gerente,Casado,Universitario,No,4105000,Si,No,Celular,0,No
15598,4/8/1968,Trabajador Dependiente,Soltero,Universitario,No,16000,No,No,Celular,0,No
15599,4/8/1968,Trabajador Independiente,Casado,Enseñanza Media,No,830000,No,No,Celular,0,No
15600,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1239000,No,No,Fono Particular,0,No
15601,4/8/1968,Gerente,Casado,Universitario,No,726000,Si,Si,Celular,0,No
15602,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,-191000,Si,No,Celular,0,No
15603,4/8/1968,Gerente,Casado,Universitario,No,1533000,No,No,Celular,0,No
15604,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1214000,Si,No,Celular,0,No
15605,4/8/1968,Empresario,Casado,Técnico Profesional,No,488000,Si,No,Fono Particular,0,No
15606,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,193000,Si,Si,Celular,0,No
15607,4/8/1968,Gerente,Divorciado,Universitario,No,6269000,Si,No,Celular,0,No
15608,4/8/1968,Empresario,Casado,Universitario,No,0,Si,No,Celular,0,No
15609,4/8/1968,Gerente,Divorciado,Universitario,No,6200000,No,No,Celular,0,No
15610,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,2468000,Si,No,Celular,0,No
15611,4/8/1968,Técnico,Casado,Técnico Profesional,No,49000,No,No,Celular,0,No
15612,4/8/1968,Gerente,Casado,Técnico Profesional,No,1525000,No,No,Celular,0,No
15613,4/8/1968,Trabajador Dependiente,Casado,Técnico Profesional,No,9000,Si,No,Fono Particular,0,No
15614,4/8/1968,Empresario,Casado,Técnico Profesional,No,3133000,Si,Si,Celular,0,Si
15615,4/8/1968,Trabajador Dependiente,Soltero,Universitario,No,205000,No,Si,Celular,0,No
15616,4/8/1968,Empresario,Casado,Universitario,No,219000,Si,Si,Celular,0,No
15617,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1387000,Si,No,Celular,0,No
15618,4/8/1968,Técnico,Casado,Técnico Profesional,No,0,Si,Si,Fono Particular,0,No
15619,4/8/1968,Gerente,Casado,Universitario,No,4693000,No,Si,Celular,0,No
15620,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,335000,No,No,Celular,0,No
15621,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1028000,Si,No,Celular,0,No
15622,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1097000,Si,Si,Celular,0,No
15623,4/8/1968,Trabajador Dependiente,Divorciado,Enseñanza Media,Si,-288000,No,Si,Celular,0,No
15624,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,942000,No,Si,Celular,0,No
15625,4/8/1968,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,No,Celular,0,No
15626,4/8/1968,Trabajador Dependiente,Divorciado,Universitario,No,452000,Si,No,Celular,0,No
15627,4/8/1968,Gerente,Divorciado,Universitario,No,702000,No,Si,Celular,0,No
15628,4/8/1968,Obrero,Soltero,Enseñanza Media,No,-100000,Si,No,Celular,0,No
15629,4/8/1968,Trabajador Dependiente,Divorciado,Universitario,No,5758000,Si,No,Fono Particular,0,No
15630,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,4855000,Si,No,Celular,0,No
15631,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,2020000,Si,No,Celular,0,No
15632,4/8/1968,Técnico,Casado,Técnico Profesional,No,0,No,No,Celular,0,No
15633,4/8/1968,Trabajador Dependiente,Divorciado,Universitario,No,-96000,No,Si,Celular,0,No
15634,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,0,No
15635,4/8/1968,Trabajador Dependiente,Divorciado,Técnico Profesional,No,857000,No,No,Fono Particular,0,No
15636,4/8/1968,Gerente,Divorciado,Universitario,No,705000,No,No,Celular,0,No
15637,4/8/1968,Gerente,Divorciado,Universitario,No,839000,Si,No,Celular,0,No
15638,4/8/1968,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Emailing,0,No
15639,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Emailing,0,No
15640,4/8/1968,Gerente,Divorciado,Universitario,No,644000,Si,No,Emailing,0,Si
15641,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1003000,Si,No,Emailing,0,No
15642,4/8/1968,Trabajador Dependiente,Soltero,Universitario,No,1044000,Si,No,Emailing,0,No
15643,4/8/1968,Técnico,Casado,Técnico Profesional,No,557000,Si,No,Celular,0,No
15644,4/8/1968,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,Si,Fono Particular,0,No
15645,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,850000,No,No,Celular,0,No
15646,4/8/1968,Gerente,Soltero,Universitario,No,451000,Si,No,Celular,0,No
15647,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,251000,Si,No,Celular,0,No
15648,4/8/1968,Obrero,Casado,Enseñanza Básica,No,0,No,No,Celular,0,No
15649,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,487000,Si,No,Celular,0,No
15650,4/8/1968,Trabajador Dependiente,Soltero,Universitario,No,142000,No,Si,Celular,0,No
15651,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,2433000,No,No,Celular,0,No
15652,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,5640000,Si,No,Fono Particular,0,No
15653,4/8/1968,Trabajador Independiente,Casado,Universitario,No,0,Si,Si,Celular,0,No
15654,4/8/1968,Trabajador Independiente,Casado,Universitario,No,334000,No,No,Emailing,0,No
15655,4/8/1968,Trabajador Dependiente,Divorciado,Universitario,No,229000,No,No,Emailing,0,No
15656,4/8/1968,Trabajador Dependiente,Divorciado,Universitario,No,844000,No,No,Emailing,0,Si
15657,4/8/1968,Obrero,Casado,Enseñanza Media,No,146000,Si,Si,Celular,0,No
15658,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1550000,Si,No,Emailing,0,No
15659,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,419000,No,No,Emailing,0,No
15660,4/8/1968,Trabajador Dependiente,Casado,Enseñanza Básica,No,2424000,No,No,Emailing,0,No
15661,4/8/1968,Obrero,Soltero,Enseñanza Media,No,143000,No,No,Celular,0,No
15662,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,1227000,No,No,Emailing,0,No
15663,4/8/1968,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,Si,Emailing,0,No
15664,4/8/1968,Trabajador Dependiente,Casado,Universitario,No,6397000,Si,No,Emailing,0,No
15665,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1210000,No,No,Emailing,0,No
15666,4/9/1969,Trabajador Dependiente,Divorciado,Enseñanza Media,Si,-389000,Si,Si,Emailing,0,No
15667,4/9/1969,Trabajador Dependiente,Casado,Técnico Profesional,No,67000,Si,No,Emailing,0,No
15668,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1151000,Si,No,Emailing,0,No
15669,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,97000,Si,No,Emailing,0,No
15670,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,280000,Si,No,Emailing,0,No
15671,4/9/1969,Técnico,Casado,Técnico Profesional,No,358000,No,No,Emailing,0,No
15672,4/9/1969,Gerente,Casado,Universitario,No,588000,Si,No,Emailing,0,No
15673,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,249000,Si,Si,Emailing,0,No
15674,4/9/1969,Técnico,Casado,Técnico Profesional,No,363000,No,Si,Emailing,0,No
15675,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,598000,No,No,Celular,0,No
15676,4/9/1969,Trabajador Independiente,Casado,Enseñanza Media,No,313000,No,No,Celular,0,No
15677,4/9/1969,Técnico,Casado,Técnico Profesional,Si,-251000,No,Si,Fono Particular,0,No
15678,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1317000,No,No,Fono Particular,0,No
15679,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Celular,0,No
15680,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1127000,Si,No,Celular,0,No
15681,4/9/1969,Gerente,Casado,Universitario,No,1802000,No,No,Fono Particular,0,No
15682,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,238000,No,No,Celular,0,No
15683,4/9/1969,Empresario,Casado,Universitario,No,468000,Si,Si,Fono Particular,0,No
15684,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,100000,Si,No,Celular,0,No
15685,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,241000,Si,No,Fono Particular,0,No
15686,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,58000,Si,No,Celular,0,No
15687,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,163000,Si,No,Celular,0,No
15688,4/9/1969,Trabajador Dependiente,Divorciado,Enseñanza Media,Si,-574000,Si,No,Emailing,0,No
15689,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,2958000,Si,No,Emailing,0,No
15690,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,Si,-505000,Si,No,Emailing,0,No
15691,4/9/1969,Gerente,Casado,Universitario,No,529000,Si,No,Emailing,0,No
15692,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,924000,Si,No,Emailing,0,No
15693,4/9/1969,Técnico,Casado,Técnico Profesional,No,533000,No,No,Emailing,0,No
15694,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,382000,No,No,Emailing,0,No
15695,4/9/1969,Técnico,Casado,Técnico Profesional,No,296000,Si,Si,Emailing,0,No
15696,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1910000,Si,No,Emailing,0,No
15697,4/9/1969,Gerente,Casado,Universitario,No,7454000,No,No,Emailing,0,No
15698,4/9/1969,Trabajador Dependiente,Divorciado,Enseñanza Media,No,0,Si,No,Emailing,0,No
15699,4/9/1969,Obrero,Casado,Enseñanza Media,No,-165000,Si,Si,Celular,0,No
15700,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,406000,Si,No,Emailing,0,No
15701,4/9/1969,Técnico,Casado,Técnico Profesional,No,331000,Si,No,Celular,0,No
15702,4/9/1969,Técnico,Soltero,Técnico Profesional,No,0,No,No,Celular,0,No
15703,4/9/1969,Trabajador Independiente,Casado,Universitario,No,1196000,No,No,Celular,0,Si
15704,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,0,No
15705,4/9/1969,Gerente,Casado,Universitario,No,438000,Si,No,Fono Particular,0,No
15706,4/9/1969,Gerente,Soltero,Universitario,No,1206000,No,No,Celular,0,No
15707,4/9/1969,Técnico,Casado,Técnico Profesional,No,266000,Si,No,Celular,0,No
15708,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1139000,No,Si,Celular,0,No
15709,4/9/1969,Trabajador Independiente,Casado,Enseñanza Media,No,5068000,No,No,Celular,0,No
15710,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,233000,No,Si,Celular,0,No
15711,4/9/1969,Técnico,Casado,Técnico Profesional,Si,-948000,Si,Si,Celular,0,No
15712,4/9/1969,Gerente,Casado,Universitario,No,773000,No,Si,Celular,0,No
15713,4/9/1969,Gerente,Soltero,Universitario,No,6350000,Si,No,Celular,0,No
15714,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,262000,Si,No,Celular,0,No
15715,4/9/1969,Trabajador Dependiente,Divorciado,Enseñanza Media,No,145000,No,Si,Fono Particular,0,No
15716,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,0,Si,No,Fono Particular,0,No
15717,4/9/1969,Empresario,Casado,Universitario,No,1808000,Si,No,Celular,0,No
15718,4/9/1969,Obrero,Soltero,Enseñanza Básica,No,142000,Si,No,Celular,0,No
15719,4/9/1969,Técnico,Casado,Técnico Profesional,No,381000,Si,No,Celular,0,No
15720,4/9/1969,Gerente,Casado,Universitario,No,368000,No,No,Celular,0,No
15721,4/9/1969,Empresario,Casado,Universitario,No,0,Si,No,Emailing,0,No
15722,4/9/1969,Obrero,Casado,Enseñanza Básica,No,-237000,Si,No,Fono Particular,0,No
15723,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,Si,-710000,Si,No,Celular,0,No
15724,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,119000,Si,No,Celular,0,No
15725,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,2316000,Si,No,Celular,0,No
15726,4/9/1969,Trabajador Dependiente,Soltero,Enseñanza Media,No,-101000,Si,No,Celular,0,No
15727,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,215000,No,Si,Celular,0,No
15728,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,964000,No,No,Celular,0,No
15729,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,4000,No,No,Celular,0,No
15730,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,1781000,Si,No,Celular,0,No
15731,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,2575000,Si,Si,Celular,0,No
15732,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,337000,Si,No,Fono Particular,0,No
15733,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,841000,No,No,Celular,0,No
15734,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,251000,No,Si,Fono Particular,0,No
15735,4/9/1969,Técnico,Divorciado,Técnico Profesional,No,0,No,No,Celular,0,No
15736,4/9/1969,Gerente,Casado,Universitario,No,5418000,Si,Si,Celular,0,No
15737,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,755000,No,Si,Celular,0,Si
15738,4/9/1969,Obrero,Divorciado,Enseñanza Media,No,1000,No,No,Celular,0,No
15739,4/9/1969,Trabajador Dependiente,Soltero,Técnico Profesional,Si,-612000,Si,No,Celular,0,No
15740,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,879000,No,No,Fono Particular,0,No
15741,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,-137000,No,No,Celular,0,No
15742,4/9/1969,Gerente,Soltero,Universitario,No,617000,No,No,Fono Particular,0,No
15743,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,0,Si,No,Celular,0,No
15744,4/9/1969,Obrero,Casado,Enseñanza Media,No,96000,Si,No,Celular,0,No
15745,4/9/1969,Gerente,Casado,Universitario,No,4460000,No,No,Fono Particular,0,No
15746,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Celular,0,No
15747,4/9/1969,Técnico,Divorciado,Técnico Profesional,No,538000,No,No,Celular,0,No
15748,4/9/1969,Gerente,Soltero,Universitario,No,670000,Si,No,Celular,0,No
15749,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,5414000,No,No,Celular,0,No
15750,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,3536000,No,No,Celular,0,No
15751,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,972000,Si,No,Celular,0,No
15752,4/9/1969,Trabajador Independiente,Casado,Técnico Profesional,No,680000,Si,No,Fono Particular,0,No
15753,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,742000,No,No,Fono Particular,0,No
15754,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1326000,No,No,Celular,0,No
15755,4/9/1969,Trabajador Independiente,Soltero,Enseñanza Media,No,0,No,No,Celular,0,No
15756,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,-156000,No,Si,Celular,0,No
15757,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,2023000,No,No,Celular,0,No
15758,4/9/1969,Trabajador Dependiente,Casado,Universitario,Si,-665000,No,No,Celular,0,No
15759,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,221000,No,No,Celular,0,No
15760,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,345000,Si,No,Fono Particular,0,No
15761,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,850000,No,Si,Celular,0,No
15762,4/9/1969,Gerente,Casado,Universitario,No,764000,No,Si,Celular,0,No
15763,4/9/1969,Empresario,Casado,Enseñanza Media,No,4389000,Si,No,Celular,0,No
15764,4/9/1969,Obrero,Divorciado,Enseñanza Media,No,-1000,No,Si,Celular,0,No
15765,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1265000,Si,No,Celular,0,Si
15766,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,1431000,No,No,Celular,0,No
15767,4/9/1969,Obrero,Casado,Enseñanza Media,No,242000,No,Si,Celular,0,No
15768,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,4842000,No,No,Celular,0,No
15769,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,4353000,Si,No,Celular,0,No
15770,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,582000,No,No,Celular,0,No
15771,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,6000,No,Si,Celular,0,No
15772,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,236000,Si,Si,Fono Particular,0,No
15773,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,427000,Si,No,Celular,0,No
15774,4/9/1969,Gerente,Casado,Universitario,No,3286000,Si,No,Celular,0,No
15775,4/9/1969,Trabajador Dependiente,Divorciado,Enseñanza Media,No,0,No,Si,Celular,0,No
15776,4/9/1969,Técnico,Casado,Técnico Profesional,No,106000,Si,No,Celular,0,No
15777,4/9/1969,Obrero,Casado,Enseñanza Básica,No,10000,Si,No,Celular,0,No
15778,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,292000,No,Si,Celular,0,No
15779,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,-90000,Si,No,Celular,0,No
15780,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,2470000,No,No,Fono Particular,0,No
15781,4/9/1969,Obrero,Casado,Enseñanza Media,No,0,Si,No,Celular,0,No
15782,4/9/1969,Gerente,Casado,Universitario,No,1590000,Si,Si,Celular,0,No
15783,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,1037000,Si,No,Celular,0,No
15784,4/9/1969,Trabajador Dependiente,Soltero,Enseñanza Media,No,5000,No,No,Celular,0,No
15785,4/9/1969,Técnico,Divorciado,Técnico Profesional,No,316000,Si,No,Celular,0,No
15786,4/9/1969,Gerente,Divorciado,Universitario,No,2422000,Si,No,Celular,0,No
15787,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,851000,Si,No,Celular,0,No
15788,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,Si,-146000,Si,No,Celular,0,No
15789,4/9/1969,Gerente,Casado,Universitario,No,756000,Si,No,Celular,0,No
15790,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,284000,Si,Si,Celular,0,No
15791,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,26000,Si,No,Celular,0,No
15792,4/9/1969,Gerente,Casado,Universitario,No,4758000,Si,No,Celular,0,Si
15793,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,6393000,No,No,Celular,0,No
15794,4/9/1969,Obrero,Casado,Enseñanza Básica,No,6000,No,No,Celular,0,No
15795,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,3113000,No,No,Celular,0,No
15796,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,272000,Si,No,Celular,0,No
15797,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,476000,No,No,Celular,0,No
15798,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,0,No,Si,Celular,0,No
15799,4/9/1969,Empresario,Casado,Enseñanza Media,No,781000,No,Si,Celular,0,No
15800,4/9/1969,Trabajador Dependiente,Casado,Universitario,Si,0,Si,No,Celular,0,No
15801,4/9/1969,Trabajador Independiente,Casado,Universitario,No,430000,Si,No,Celular,0,No
15802,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1074000,Si,No,Celular,0,Si
15803,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,71000,Si,No,Celular,0,No
15804,4/9/1969,Gerente,Casado,Universitario,No,1242000,Si,No,Celular,0,No
15805,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,3444000,No,No,Celular,0,No
15806,4/9/1969,Gerente,Soltero,Universitario,No,421000,No,Si,Celular,0,No
15807,4/9/1969,Gerente,Casado,Universitario,No,1788000,No,No,Celular,0,No
15808,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,2857000,No,No,Celular,0,No
15809,4/9/1969,Obrero,Soltero,Enseñanza Media,No,0,Si,No,Celular,0,No
15810,4/9/1969,Gerente,Casado,Universitario,No,1858000,No,No,Celular,0,No
15811,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,10888000,Si,No,Celular,0,No
15812,4/9/1969,Gerente,Casado,Universitario,No,7485000,No,No,Celular,0,No
15813,4/9/1969,Trabajador Dependiente,Casado,Técnico Profesional,Si,-299000,Si,No,Emailing,0,No
15814,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,759000,Si,No,Emailing,0,No
15815,4/9/1969,Obrero,Soltero,Enseñanza Básica,No,97000,Si,No,Celular,0,No
15816,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,No,Emailing,0,No
15817,4/9/1969,Gerente,Divorciado,Universitario,No,5773000,No,No,Emailing,0,Si
15818,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,810000,No,No,Celular,0,No
15819,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,945000,Si,No,Celular,0,No
15820,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,2319000,No,No,Celular,0,No
15821,4/9/1969,Trabajador Dependiente,Divorciado,Enseñanza Media,No,12000,Si,Si,Celular,0,No
15822,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,5181000,Si,Si,Celular,0,No
15823,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,4492000,No,Si,Celular,0,No
15824,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,611000,No,No,Celular,0,No
15825,4/9/1969,Técnico,Soltero,Técnico Profesional,No,54000,No,Si,Celular,0,No
15826,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,0,No,Si,Celular,0,No
15827,4/9/1969,Técnico,Casado,Técnico Profesional,No,366000,No,Si,Celular,0,No
15828,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,292000,No,No,Celular,0,No
15829,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Básica,No,0,No,No,Fono Particular,0,No
15830,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,3258000,No,No,Celular,0,No
15831,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,-75000,Si,No,Emailing,0,No
15832,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,902000,No,No,Emailing,0,No
15833,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,189000,Si,No,Emailing,0,No
15834,4/9/1969,Gerente,Divorciado,Universitario,No,476000,Si,Si,Emailing,0,No
15835,4/9/1969,Técnico,Divorciado,Técnico Profesional,No,106000,Si,No,Emailing,0,No
15836,4/9/1969,Obrero,Casado,Enseñanza Media,No,-54000,Si,Si,Celular,0,No
15837,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,1262000,Si,No,Emailing,0,Si
15838,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,Si,-627000,Si,No,Emailing,0,No
15839,4/9/1969,Obrero,Casado,Enseñanza Básica,Si,-315000,Si,No,Celular,0,No
15840,4/9/1969,Técnico,Casado,Técnico Profesional,Si,-1379000,Si,Si,Emailing,0,No
15841,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Emailing,0,No
15842,4/9/1969,Obrero,Casado,Enseñanza Básica,Si,-544000,Si,Si,Celular,0,No
15843,4/9/1969,Técnico,Casado,Técnico Profesional,No,-199000,No,No,Emailing,0,No
15844,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,13000,No,No,Emailing,0,No
15845,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,3057000,Si,No,Emailing,0,No
15846,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,248000,No,No,Emailing,0,No
15847,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,0,No,No,Emailing,0,No
15848,4/9/1969,Trabajador Independiente,Soltero,Universitario,No,97000,Si,No,Emailing,0,No
15849,4/9/1969,Trabajador Dependiente,Soltero,Universitario,No,259000,Si,No,Emailing,0,No
15850,4/9/1969,Técnico,Divorciado,Técnico Profesional,No,414000,Si,Si,Emailing,0,No
15851,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,391000,No,No,Emailing,0,No
15852,4/9/1969,Trabajador Dependiente,Casado,Enseñanza Media,No,-63000,No,No,Emailing,0,No
15853,4/9/1969,Trabajador Dependiente,Divorciado,Universitario,No,9192000,Si,No,Emailing,0,No
15854,4/9/1969,Gerente,Casado,Universitario,No,2876000,No,No,Emailing,0,No
15855,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,2135000,No,No,Emailing,0,No
15856,4/9/1969,Empresario,Casado,Universitario,No,31000,No,No,Emailing,0,No
15857,4/9/1969,Trabajador Dependiente,Casado,Universitario,No,1497000,No,No,Emailing,0,No
15858,4/9/1969,Trabajador Independiente,Casado,Universitario,No,425000,No,No,Emailing,0,No
